City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,agogo,6.8,-1.0819,294.53,99,96,1.67,GH,1697082773
299,sakaiminato,35.55,133.2333,296.11,53,40,5.14,JP,1697082773
300,kotli,33.5167,73.9167,299.8,25,0,0.45,PK,1697082773
301,isangel,-19.55,169.2667,294.21,94,100,0.0,VU,1697082774
302,nova sintra,14.8667,-24.7167,297.02,71,93,4.6,CV,1697082774
303,genhe,50.7833,121.5167,288.21,33,13,4.52,CN,1697082774
304,amparafaravola,-17.5833,48.2167,292.14,76,45,0.73,MG,1697082775
305,tromso,69.6496,18.957,275.16,69,100,6.17,NO,1697082775
306,kurakhovo,47.9852,37.2821,277.25,56,21,3.64,UA,1697082775
307,praia da vitoria,38.7333,-27.0667,291.35,94,20,4.06,PT,1697082775
308,labytnangi,66.6572,66.4183,274.13,83,100,1.39,RU,1697082776
309,contamana,-7.3333,-75.0167,299.36,54,79,0.6,PE,1697082776
310,nuku'alofa,-21.1333,-175.2,298.34,61,40,5.66,TO,1697082703
311,kosh-agach,50.0,88.6667,279.99,45,28,0.45,RU,1697082777
312,sheksna,59.21,38.5107,282.13,90,100,8.24,RU,1697082777
313,kirovsk,48.6375,38.6428,274.68,57,76,3.65,UA,1697082777
314,kapa'a,22.0752,-159.319,301.14,77,20,5.14,US,1697082778
315,ta`u,-14.2336,-169.5144,300.38,82,17,6.67,AS,1697082778
316,kurumkan,54.3,110.3,283.22,60,39,0.45,RU,1697082778
317,quchan,37.106,58.5095,286.51,73,54,3.87,IR,1697082778
318,battambang,13.1027,103.1982,303.58,71,100,1.49,KH,1697082779
319,al jawf,29.5,38.75,292.33,59,0,3.63,SA,1697082779
320,girvan,55.2426,-4.8555,280.15,65,82,2.73,GB,1697082780
321,behshahr,36.6923,53.5526,290.12,96,100,5.27,IR,1697082780
322,auki,-8.7676,160.7034,301.72,76,96,1.72,SB,1697082785
323,mayo-belwa,9.05,12.05,297.82,76,97,0.63,NG,1697082785
324,la ronge,55.1001,-105.2842,284.29,66,0,3.6,CA,1697082772
325,okeechobee,27.2439,-80.8298,298.72,97,100,2.06,US,1697082786
326,natal,-5.795,-35.2094,298.27,88,40,4.12,BR,1697082786
327,tobelo,1.7284,128.0095,303.2,61,100,4.08,ID,1697082786
328,battagram,34.6772,73.0233,298.12,21,0,1.17,PK,1697082787
329,reggane,26.7158,0.1714,299.17,25,0,9.34,DZ,1697082787
330,champerico,14.3,-91.9167,299.65,84,100,1.89,GT,1697082788
331,kavalerovo,44.2661,135.0572,292.34,48,0,4.47,RU,1697082727
332,zouerate,22.7187,-12.4521,298.86,15,23,3.72,MR,1697082788
333,berezovyy,51.6667,135.7,290.13,44,14,4.38,RU,1697082789
334,bandon,51.7469,-8.7425,283.92,91,100,1.56,IE,1697082789
335,goshogawara,40.8044,140.4414,293.67,56,4,5.76,JP,1697082789
336,jayapura,-2.5333,140.7,305.81,71,81,2.07,ID,1697082614
337,tambura,5.6,27.4667,292.96,90,99,1.12,SS,1697082790
338,christchurch,-43.5333,172.6333,286.99,66,20,7.2,NZ,1697082790
339,chimbote,-9.0853,-78.5783,291.71,88,100,3.82,PE,1697082791
340,mersing,2.4312,103.8405,306.1,70,40,2.06,MY,1697082791
341,whitefish,48.4111,-114.3376,281.76,95,100,1.54,US,1697082791
342,uaua,-9.8414,-39.4817,294.76,72,10,6.1,BR,1697082791
343,fort mcmurray,56.7268,-111.381,283.92,57,0,4.12,CA,1697082282
344,colchani,-20.3,-66.9333,282.12,37,96,4.49,BO,1697082792
345,taroa,8.7058,171.2275,301.41,74,100,4.51,MH,1697082792
346,alaghsas,17.0187,8.0168,301.16,17,90,5.76,NE,1697082793
347,douglas,41.3,-96.167,289.17,81,0,5.14,US,1697082785
348,aioun,16.6614,-9.6149,302.51,51,91,5.3,MR,1697082793
349,cabo san lucas,22.8909,-109.9124,301.27,79,0,4.92,MX,1697082774
350,jianguang,28.1938,115.7836,297.42,55,37,3.25,CN,1697082794
351,lulea,65.5842,22.1547,273.19,93,100,10.29,SE,1697082794
352,paramirim,-13.4425,-42.2389,294.1,74,0,1.85,BR,1697082724
353,tamandare,-8.7597,-35.1047,296.36,85,8,2.45,BR,1697082795
354,akjoujt,19.6969,-14.4164,302.59,14,56,3.82,MR,1697082795
355,bununu,9.8681,9.6628,296.49,72,49,1.32,NG,1697082795
356,alvaraes,-3.2208,-64.8042,301.42,53,60,1.46,BR,1697082796
357,shar'ya,58.3686,45.5144,275.92,75,100,2.68,RU,1697082796
358,kristiansund,63.1115,7.732,281.18,76,75,12.35,NO,1697082796
359,watertown,42.3709,-71.1828,287.66,81,0,1.54,US,1697082713
360,revda,56.801,59.9303,274.77,96,100,3.28,RU,1697082797
361,miguel ahumada,30.6167,-106.5167,297.65,31,0,6.13,MX,1697082797
362,kyshtovka,56.555,76.6271,279.34,69,11,5.08,RU,1697082798
363,bismarck,46.8083,-100.7837,283.06,68,100,6.17,US,1697082629
364,atafu village,-8.5421,-172.5159,301.22,75,81,4.85,TK,1697082725
365,oltinko'l,40.8011,72.1634,297.02,15,0,1.59,UZ,1697082798
366,nuuk,64.1835,-51.7216,273.49,74,20,7.2,GL,1697082799
367,same,-4.0667,37.7333,293.41,83,99,0.19,TZ,1697082799
368,valle de la pascua,9.2155,-66.0073,296.79,91,73,1.37,VE,1697082800
369,kentau,43.5206,68.5094,290.99,34,100,1.69,KZ,1697082800
370,east florence,34.8095,-87.6495,290.1,88,100,1.54,US,1697082776
371,sinabang,2.4803,96.3801,299.82,84,100,1.87,ID,1697082801
372,klaksvik,62.2266,-6.589,278.66,61,100,5.65,FO,1697082801
373,trondheim,63.4305,10.3951,279.2,90,72,1.79,NO,1697082802
374,gebeit,21.0667,36.3167,296.91,66,0,1.85,SD,1697082802
375,choma,-16.8065,26.9531,293.11,45,2,2.64,ZM,1697082761
376,dunedin,-45.8742,170.5036,287.95,53,56,5.51,NZ,1697082802
377,aldama,22.9167,-98.0667,297.31,80,82,1.35,MX,1697082803
378,koungheul,13.9833,-14.8,297.64,91,100,2.93,SN,1697082804
379,yokadouma,3.5167,15.05,293.62,95,87,0.65,CM,1697082805
380,olmos,-5.9847,-79.7453,290.87,75,4,1.74,PE,1697082808
381,ardestan,33.3761,52.3694,297.45,26,24,2.38,IR,1697082808
382,usinsk,65.9939,57.5281,272.08,98,96,2.24,RU,1697082809
383,nogliki,51.8333,143.1667,285.01,58,75,6.26,RU,1697082745
384,quepos,9.4236,-84.1652,298.46,90,100,2.15,CR,1697082809
385,santa ana,33.7456,-117.8678,293.38,75,0,2.57,US,1697082710
386,cam ranh,11.9214,109.1591,305.13,62,20,4.63,VN,1697082810
387,weno,7.4515,151.8468,305.12,70,40,2.57,FM,1697082810
388,castro marim,37.2207,-7.4435,291.64,62,32,1.22,PT,1697082811
389,acajutla,13.5928,-89.8275,299.58,84,100,1.65,SV,1697082700
390,banff,51.1762,-115.5698,280.36,76,100,1.03,CA,1697082602
391,hirara,24.8,125.2833,303.07,65,40,6.69,JP,1697082812
392,pesqueira,-8.3578,-36.6964,290.7,97,18,2.51,BR,1697082793
393,nicoya,10.1483,-85.452,297.69,95,100,0.41,CR,1697082812
394,okhotsk,59.3833,143.3,272.66,57,100,1.84,RU,1697082812
395,aldinga beach,-35.2793,138.4604,292.7,52,28,7.76,AU,1697082813
396,luderitz,-26.6481,15.1594,286.32,80,37,3.05,NA,1697082813
397,usogorsk,63.4106,48.6872,272.41,85,100,5.74,RU,1697082813
398,polyarnyy,69.1989,33.4478,274.94,92,99,12.53,RU,1697082814
399,tarko-sale,64.9225,77.785,274.82,83,100,2.24,RU,1697082814
400,dzhalagash,45.0833,64.6667,283.52,64,100,3.99,KZ,1697082814
401,hinthada,17.6333,95.4667,302.02,77,45,3.48,MM,1697082815
402,baker city,44.7749,-117.8344,280.7,90,94,2.65,US,1697082698
403,divnoye,45.9089,43.3547,276.22,66,0,3.04,RU,1697082815
404,fada,9.5667,8.3,293.51,98,94,0.29,NG,1697082816
405,buseresere,-3.0236,31.8747,292.06,85,58,1.24,TZ,1697082816
406,teguise,29.0605,-13.564,295.27,60,0,3.09,ES,1697082816
407,ercis,39.0287,43.3586,283.07,56,49,2.19,TR,1697082816
408,ad dabbah,18.05,30.95,301.45,21,65,5.4,SD,1697082817
409,grand island,40.925,-98.342,294.31,81,20,5.14,US,1697082817
410,grootfontein,-19.5667,18.1167,291.91,72,81,1.54,NA,1697082817
411,severo-yeniseyskiy,60.3725,93.0408,276.8,91,100,6.26,RU,1697082818
412,pedro carbo,-1.8333,-80.2333,297.2,79,63,2.6,EC,1697082818
413,ingeniero guillermo n. juarez,-23.9,-61.85,290.31,71,90,7.71,AR,1697082743
414,lensk,60.7253,114.9278,285.77,66,100,4.92,RU,1697082819
415,kuqa,41.7278,82.9364,292.78,32,0,0.44,CN,1697082819
416,kudahuvadhoo,2.6708,72.8944,300.8,71,81,5.09,MV,1697082819
417,amga,60.8953,131.9608,282.03,91,99,4.92,RU,1697082820
418,fasa,28.9383,53.6482,286.73,35,0,0.0,IR,1697082820
419,luau,-10.7073,22.2247,292.63,76,80,1.59,AO,1697082820
420,meadow lakes,61.6247,-149.6011,275.84,96,100,2.06,US,1697082821
421,dubrowna,54.5733,30.6906,285.19,83,100,9.41,BY,1697082821
422,petropavlovka,50.6114,105.3196,285.88,52,0,1.16,RU,1697082821
423,carutapera,-1.195,-46.02,298.82,83,6,2.76,BR,1697082822
424,westport,41.1415,-73.3579,287.64,80,0,0.89,US,1697082764
425,russkaya polyana,49.417,31.9201,281.89,74,79,8.65,UA,1697082822
426,ancud,-41.8697,-73.8203,278.2,87,20,2.79,CL,1697082822
427,ruangwa,-10.0667,38.9333,295.43,79,96,1.23,TZ,1697082823
428,huntsville,34.7304,-86.5861,290.04,91,100,0.45,US,1697082823
429,dalandzadgad,43.5708,104.425,288.77,19,0,4.64,MN,1697082823
430,niamey,13.5137,2.1098,303.31,51,0,2.57,NE,1697082824
431,lompoc,34.6391,-120.4579,291.36,81,0,10.28,US,1697082657
432,ciudad rodrigo,40.6,-6.5333,289.94,41,50,1.39,ES,1697082824
433,hotan,37.0997,79.9269,293.36,19,0,1.44,CN,1697082824
434,kapuskasing,49.4169,-82.4331,277.2,93,100,2.57,CA,1697082714
435,inarajan village,13.2736,144.7484,304.69,83,100,10.71,GU,1697082825
436,awjilah,29.1081,21.2869,293.26,64,0,1.72,LY,1697082826
437,yaren,-0.5472,166.916,302.23,72,91,2.71,NR,1697082827
438,daru,-9.0763,143.2092,298.17,95,100,7.17,PG,1697082827
439,sao joao da barra,-21.6403,-41.0511,295.73,87,37,7.92,BR,1697082828
440,boguchany,58.3814,97.4531,285.85,70,100,2.68,RU,1697082828
441,swan hill,-35.3378,143.5544,291.0,35,95,7.73,AU,1697082828
442,rifle,39.5347,-107.7831,281.54,87,100,7.2,US,1697082787
443,kolonia town,6.964,158.206,301.21,100,100,0.0,FM,1697082792
444,zalesovo,53.9939,84.7431,282.45,50,97,1.19,RU,1697082830
445,cova figueira,14.8905,-24.2934,297.7,74,85,3.12,CV,1697082830
446,tataouine,32.9297,10.4518,290.96,86,0,1.21,TN,1697082831
447,sao felix do xingu,-6.6447,-51.995,300.7,59,71,1.02,BR,1697082831
448,tangalle,6.024,80.7911,299.24,81,95,4.04,LK,1697082682
449,el obeid,13.1842,30.2167,298.6,64,56,6.32,SD,1697082832
450,zaltan,32.947,11.8665,295.63,62,0,2.83,LY,1697082832
451,novosokol'niki,56.3463,30.1578,285.98,89,100,7.15,RU,1697082832
452,loukhi,66.0764,33.0381,276.34,92,100,5.96,RU,1697082832
453,ghat,24.9647,10.1728,294.83,31,9,2.34,LY,1697082833
454,sweet home,44.3976,-122.7362,286.71,81,99,0.45,US,1697082833
455,schwarzenfeld,49.3894,12.1397,288.63,82,99,2.02,DE,1697082834
456,mala,-12.6581,-76.6308,292.15,85,96,1.81,PE,1697082834
457,salinopolis,-0.6136,-47.3561,299.82,77,3,4.61,BR,1697082834
458,hat yai,7.0084,100.4767,303.25,74,20,1.03,TH,1697082834
459,bambari,5.768,20.6757,294.15,96,88,1.27,CF,1697082835
460,zhangjiakou,40.81,114.8794,286.61,72,100,0.84,CN,1697082835
461,siwa oasis,29.2041,25.5195,294.34,64,0,1.28,EG,1697082835
462,montepuez,-13.1256,38.9997,293.72,86,25,1.32,MZ,1697082836
463,greenville,35.6127,-77.3663,289.34,94,0,0.0,US,1697082836
464,novodvinsk,64.4165,40.8122,276.19,97,100,5.46,RU,1697082836
465,bathsheba,13.2167,-59.5167,300.49,83,40,4.63,BB,1697082836
466,tutong,4.8,114.65,304.2,62,80,1.95,BN,1697082837
467,"laikit, laikit ii (dimembe)",1.4792,124.9735,305.62,40,20,3.09,ID,1697082837
468,yarmouth,41.7057,-70.2286,290.18,94,0,1.79,US,1697082837
469,chul'man,56.8479,124.9104,284.46,56,98,3.58,RU,1697082838
470,morehead city,34.7229,-76.726,295.15,85,100,2.06,US,1697082838
471,saudarkrokur,65.7461,-19.6394,272.54,80,100,3.73,IS,1697082839
472,sao miguel do araguaia,-13.275,-50.1628,300.53,60,2,1.92,BR,1697082839
473,mesolongi,38.3702,21.4295,293.2,68,0,4.04,GR,1697082839
474,amahai,-3.3333,128.9167,301.65,72,48,3.27,ID,1697082839
475,veracruz,19.3333,-96.6667,297.21,96,96,0.89,MX,1697082780
476,hammerfest,70.6634,23.6821,271.4,80,98,4.12,NO,1697082840
477,barra de santo antonio,-9.4047,-35.5072,295.75,82,3,2.47,BR,1697082840
478,oranjemund,-28.55,16.4333,288.82,72,96,2.62,NA,1697082841
479,visakhapatnam,17.69,83.2093,305.09,58,20,3.09,IN,1697082793
480,gillette,44.2911,-105.5022,283.66,82,100,4.12,US,1697082841
481,copiapo,-27.3667,-70.3333,283.98,44,1,0.28,CL,1697082841
482,vilyuchinsk,52.9306,158.4028,277.3,85,99,2.2,RU,1697082842
483,mukalla,14.5425,49.1242,300.38,75,8,1.74,YE,1697082842
484,barcelos,41.5388,-8.6151,293.06,51,65,1.83,PT,1697082843
485,slyudyanka,51.6594,103.7061,289.65,43,15,1.15,RU,1697082843
486,shakiso,5.75,38.9167,288.79,96,100,0.57,ET,1697082843
487,betio village,1.358,172.9211,305.17,69,24,2.78,KI,1697082843
488,orizona,-17.0314,-48.2958,297.4,60,6,1.01,BR,1697082844
489,sumbawa besar,-8.5,117.4333,307.8,35,43,5.27,ID,1697082844
490,huambo,-12.7761,15.7392,290.04,88,92,3.09,AO,1697082844
491,zhangye,38.9342,100.4517,289.22,28,100,2.92,CN,1697082622
492,murun-kuren,49.6342,100.1625,284.21,43,1,2.48,MN,1697082845
493,lospalos,-8.5186,127.0025,304.29,40,37,5.05,TL,1697082723
494,quellon,-43.1167,-73.6167,280.84,74,86,5.25,CL,1697082759
495,namibe,-15.1961,12.1522,292.67,87,96,2.55,AO,1697082846
496,antsiranana,-12.2787,49.2917,297.57,60,20,6.17,MG,1697082846
497,isla mujeres,21.2311,-86.731,303.24,83,100,8.28,MX,1697082847
498,taulaga,-11.0553,-171.0883,301.4,81,27,7.32,AS,1697082847
499,barkhan,29.8977,69.5256,298.78,13,1,0.72,PK,1697082847
500,dubai,25.2582,55.3047,303.11,70,0,0.51,AE,1697082193
501,black point,-34.6187,137.8972,291.16,48,22,7.69,AU,1697082848
502,remire-montjoly,4.9167,-52.2667,300.17,83,0,1.54,GF,1697082704
503,as sulayyil,20.4607,45.5779,296.29,20,0,0.75,SA,1697082848
504,qaqortoq,60.7167,-46.0333,274.25,96,16,3.71,GL,1697082709
505,rongelap,11.1635,166.8941,301.76,76,71,5.93,MH,1697082849
506,tukrah,32.5341,20.5791,294.42,66,0,5.74,LY,1697082849
507,buriti alegre,-18.14,-49.0403,297.4,63,60,1.47,BR,1697082850
508,pushkinskiye gory,57.0209,28.9103,286.2,84,100,6.28,RU,1697082850
509,dzilam gonzalez,21.2833,-88.9333,300.65,82,49,2.33,MX,1697082851
510,ichinoseki,38.9167,141.1333,292.79,49,14,1.41,JP,1697082851
511,san jose del guaviare,2.5729,-72.6459,296.83,93,96,0.87,CO,1697082852
512,khor,47.8861,134.9464,291.31,40,13,7.05,RU,1697082852
513,osvaldo cruz,-21.7967,-50.8786,300.2,47,52,2.32,BR,1697082853
514,wainwright,52.839,-110.8572,283.93,36,74,6.1,CA,1697082854
515,lewiston orchards,46.3804,-116.9754,285.1,83,100,1.54,US,1697082854
516,ambodifotatra,-16.9833,49.85,298.18,78,75,3.09,MG,1697082854
517,hanceville,34.0607,-86.7675,289.63,98,100,1.41,US,1697082855
518,san luis de la loma,17.2706,-100.8939,298.06,85,97,1.99,MX,1697082855
519,kenai,60.5544,-151.2583,277.2,70,100,3.09,US,1697082856
520,jiazi,22.8779,116.067,298.99,72,60,4.8,CN,1697082856
521,afaahiti,-17.75,-149.2833,300.08,79,23,6.79,PF,1697082712
522,hadibu,12.65,54.0333,300.16,81,71,2.01,YE,1697082856
523,ar rutbah,33.0381,40.2848,293.59,55,0,3.37,IQ,1697082857
524,mermoz boabab,14.7065,-17.4758,302.03,84,40,2.06,SN,1697082857
525,gafargaon,24.4333,90.5667,302.9,70,0,1.93,BD,1697082857
526,albu kamal,34.45,40.9186,297.05,45,0,2.47,SY,1697082858
527,cukai,4.25,103.4167,305.12,62,95,2.68,MY,1697082858
528,port elizabeth,-33.918,25.5701,291.31,96,100,2.06,ZA,1697082858
529,salalah,17.0151,54.0924,298.2,83,0,1.54,OM,1697082652
530,gaspe,48.8334,-64.4819,286.1,93,100,0.0,CA,1697082859
531,tosontsengel,48.7567,98.2839,281.73,45,0,2.27,MN,1697082859
532,batu,-7.87,112.5283,304.72,26,100,1.35,ID,1697082860
533,nizhniy odes,63.6445,54.856,272.41,91,98,5.55,RU,1697082860
534,trevelin,-43.0858,-71.4639,278.86,89,22,2.1,AR,1697082860
535,north platte,41.1239,-100.7654,290.58,79,0,7.15,US,1697082861
536,baile herculane,44.8797,22.4125,283.41,66,2,0.95,RO,1697082861
537,jiangzi,28.95,89.6333,275.33,65,100,2.87,CN,1697082862
538,wafangdian,39.6183,122.0081,296.02,31,64,0.8,CN,1697082862
539,alice springs,-23.7,133.8833,305.9,9,4,1.54,AU,1697082668
540,rabaul,-4.1967,152.1721,301.74,72,15,3.93,PG,1697082862
541,yangiobod,41.1192,70.0941,293.61,22,2,1.03,UZ,1697082863
542,achikulak,44.5517,44.8378,277.21,62,0,1.76,RU,1697082863
543,assab,13.0092,42.7394,302.95,75,25,8.35,ER,1697082863
544,bovalino,38.149,16.174,295.01,71,2,1.98,IT,1697082864
545,perbaungan,3.5679,98.956,300.21,80,100,1.39,ID,1697082864
546,cockburn town,21.4612,-71.1419,302.12,71,79,7.87,TC,1697082864
547,tessaoua,13.7574,7.9874,301.48,25,12,4.53,NE,1697082865
548,collie,-33.3667,116.15,294.05,34,2,3.48,AU,1697082865
549,atar,20.5169,-13.0499,301.45,17,9,4.25,MR,1697082865
550,cottage grove,44.8277,-92.9438,284.13,75,0,3.6,US,1697082866
551,boca chica,18.4537,-69.6111,301.13,94,20,2.06,DO,1697082866
552,guiuan,11.0333,125.7247,301.58,74,89,1.25,PH,1697082866
553,sovetskaya gavan',48.9723,140.2878,289.32,41,45,2.12,RU,1697082867
554,pace,30.5994,-87.1611,290.29,92,100,8.23,US,1697082867
555,krasnaya gora,52.9995,31.6023,284.22,59,100,8.99,RU,1697082867
556,brooks,50.5834,-111.8851,284.14,93,100,4.12,CA,1697082868
557,rabo de peixe,37.8,-25.5833,292.88,99,40,5.14,PT,1697082868
558,sao lourenco,-22.1164,-45.0544,292.84,69,20,0.83,BR,1697082868
559,richards bay,-28.783,32.0377,294.41,85,100,4.33,ZA,1697082869
560,tuensang,26.2833,94.8333,299.28,65,42,1.29,IN,1697082869
561,karachi,24.9056,67.0822,302.05,74,40,4.12,PK,1697082639
562,narvik,68.4384,17.4272,274.15,91,99,2.32,NO,1697082870
563,tipasa,36.5897,2.4475,295.59,58,0,1.37,DZ,1697082871
564,malango,-2.9627,119.9001,303.46,40,39,2.46,ID,1697082871
565,haiku-pauwela,20.9219,-156.3051,300.16,67,20,7.2,US,1697082872
566,saint-leu,-21.15,55.2833,298.68,73,100,1.48,RE,1697082872
567,bom jesus da lapa,-13.255,-43.4181,297.44,55,1,1.9,BR,1697082873
568,juneau,58.3019,-134.4197,281.6,97,75,3.09,US,1697082606
569,tubarjal,30.4999,38.216,292.95,70,0,4.75,SA,1697082873
570,huayucachi,-12.1333,-75.2333,286.02,77,47,1.35,PE,1697082874
571,lagoa,39.05,-27.9833,292.81,80,14,8.04,PT,1697082773
572,mullovka,54.2,49.4,275.83,75,94,6.26,RU,1697082874
573,vanimo,-2.6741,141.3028,301.81,79,58,3.22,PG,1697082875
574,darnah,32.767,22.6367,294.32,66,0,6.33,LY,1697082875
575,masterton,-40.9597,175.6575,290.31,49,13,1.9,NZ,1697082875
576,ust'-ilimsk,58.0006,102.6619,285.62,60,65,5.36,RU,1697082875
577,ziro,27.6333,93.8333,289.56,63,15,0.19,IN,1697082876
578,flying fish cove,-10.4217,105.6791,300.97,78,75,6.17,CX,1697082876
579,olinda,-8.0089,-34.8553,299.0,78,40,3.6,BR,1697082707
580,cuero,29.0939,-97.2892,292.97,94,0,2.58,US,1697082877
581,conduaga,8.862,117.4893,303.7,66,100,2.74,PH,1697082877
582,romny,50.751,33.4747,280.8,70,86,9.16,UA,1697082877
583,quelimane,-17.8786,36.8883,297.12,88,40,0.0,MZ,1697082878
584,harper,4.375,-7.7169,298.2,89,100,2.92,LR,1697082878
585,talcahuano,-36.7167,-73.1167,282.97,81,0,4.12,CL,1697082878
586,grand baie,-20.0182,57.5802,297.84,65,82,1.34,MU,1697082879
587,tshabong,-26.05,22.45,293.64,65,100,9.27,BW,1697082879
588,khash,28.2211,61.2158,298.64,16,0,0.53,IR,1697082879
589,brookings,44.3114,-96.7984,284.36,51,0,6.17,US,1697082880
590,flin flon,54.7682,-101.865,278.53,73,2,2.28,CA,1697082880
591,tateyama,34.9833,139.8667,294.5,56,18,3.86,JP,1697082881
592,gypsum,39.6469,-106.9517,280.46,87,100,0.0,US,1697082881
593,pisco,-13.7,-76.2167,292.18,77,90,4.12,PE,1697082733
594,carentan,49.3031,-1.2481,290.97,90,100,5.55,FR,1697082881
